LCSC Part,First Category,Second Category,MFR.Part,Package,Solder JointManufacturer,Library Type,Description,Datasheet,Stock,Price
C17944,Resistors,Chip Resistor - Surface Mount,1206W4F2001T5E,1206,2UNI-ROYAL(Uniroyal Elec),base,250mW Thick Film Resistors ±100ppm/℃ ±1% 2kΩ 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F2001T5E_C17944.pdf,325952,"15-135:0.002676056,150-735:0.002084507,750-1485:0.001704225,1500-7485:0.001563380,7500-7515:0.001374648,7530-:0.001374648"
C17955,Resistors,Chip Resistor - Surface Mount,1206W4F200JT5E,1206,2UNI-ROYAL(Uniroyal Elec),base,250mW Thick Film Resistors ±100ppm/℃ ±1% 20Ω 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F200JT5E_C17955.pdf,194834,"15-135:0.002788732,150-735:0.002197183,750-1485:0.001619718,1500-7485:0.001478873,7500-7515:0.001285915,7530-:0.001285915"
C17958,Resistors,Chip Resistor - Surface Mount,1206W4F220JT5E,1206,2UNI-ROYAL(Uniroyal Elec),base,250mW Thick Film Resistors ±100ppm/℃ ±1% 22Ω 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F220JT5E_C17958.pdf,236027,"15-135:0.002605634,150-735:0.002014085,750-1485:0.001521127,1500-7485:0.001380282,7500-7515:0.001194366,7530-:0.001194366"
C17985,Resistors,Chip Resistor - Surface Mount,1206W4F7500T5E,1206,2UNI-ROYAL(Uniroyal Elec),base,250mW Thick Film Resistors ±100ppm/℃ ±1% 750Ω 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F7500T5E_C17985.pdf,40121,"15-135:0.002845070,150-735:0.002239437,750-1485:0.001690141,1500-7485:0.001549296,7500-7515:0.001359155,7530-:0.001359155"
C18229,Operational Amplifier/Comparator,Operational Amplifier,LM2904DR2G,SOIC-8,8onsemi,base,45nA 2 1MHz SOP-8  Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1811012110_onsemi-LM2904DR2G_C18229.pdf,12515,"1-9:0.250000000,10-29:0.208591549,30-99:0.190845070,100-499:0.168732394,500-999:0.158873239,4000-:0.150450704,2000-3999:0.151436620,1000-1999:0.152915493"
C18359,Resistors,Chip Resistor - Surface Mount,0805W8F3601T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 3.6kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-0805W8F3601T5E_C18359.pdf,83353,"20-180:0.001507042,200-980:0.001171831,1000-1980:0.000998592,2000-9980:0.000919718,10000-10020:0.000815493,10040-:0.000815493"
C19666,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A475KO8NNNC,0603,2Samsung Electro-Mechanics,base,16V 4.7uF X5R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10A475KO8NNNC_C19666.pdf,1865555,"20-180:0.008845070,200-580:0.006887324,600-1580:0.006014085,19200-:0.004929577,9600-19180:0.005098592,1600-9580:0.005366197"
C19702,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A106KP8NNNC,0603,2Samsung Electro-Mechanics,base,10V 10uF X5R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10A106KP8NNNC_C19702.pdf,3164252,"1600-9580:0.002957746,20-180:0.004971831,200-780:0.003830986,800-1580:0.003323944,20000-:0.002704225,9600-19980:0.002802817"
C20197,Resistors,Resistor Networks & Arrays,4D03WGJ0102T5E,0603x4,8UNI-ROYAL(Uniroyal Elec),base,4 ±5% 1kΩ 62.5mW ±200ppm/℃ 0603x4  Resistor Networks & Arrays ROHS,https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0102T5E_C20197.pdf,261582,"1-9:0.005704225,10-49:0.004647887,50-99:0.003957746,100-499:0.003605634,500-999:0.003295775,1000-:0.003126761"
C20526,Triode/MOS Tube/Transistor,Bipolar Transistors - BJT,MMBT3904,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,"40V 200mW 100@10mA,1V 200mA NPN SOT-23  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/2207041900_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT3904_C20526.pdf,1526346,"15-135:0.008971831,7200-15285:0.005169014,900-1785:0.006098592,150-885:0.006985915,1800-7185:0.005436620,15300-:0.004985915"
C20638,Resistors,Chip Resistor - Surface Mount,0805W8F750JT5E,0805,2UNI-ROYAL(Uniroyal Elec),base,0805 Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/1810301611_UNI-ROYAL-Uniroyal-Elec-0805W8F750JT5E_C20638.pdf,96847,"20-180:0.001563380,200-980:0.001235211,1000-1980:0.001060563,2000-9980:0.000980282,40000-:0.000857746,10000-10020:0.000873239,10040-19980:0.000873239,20000-39980:0.000864789"
C20917,Triode/MOS Tube/Transistor,MOSFETs,AO3400A,SOT-23-3L,3Alpha & Omega Semicon,base,"30V 5.7A 26.5mΩ@10V,5.7A 1.4W N Channel SOT-23-3L  MOSFETs ROHS",https://datasheet.lcsc.com/lcsc/1811081213_Alpha---Omega-Semicon-AO3400A_C20917.pdf,188480,"5-45:0.065352113,50-145:0.053098592,150-495:0.046760563,3000-5995:0.039718310,500-2995:0.041549296,6000-:0.038450704"
C21117,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B333KB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 33nF X7R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10B333KB8NNNC_C21117.pdf,267713,"20-180:0.004000000,200-780:0.003253521,20000-:0.002239437,800-1580:0.002830986,9600-19980:0.002352113,1600-9580:0.002577465"
C21120,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B224KA8NNNC,0603,2Samsung Electro-Mechanics,base,25V 220nF X7R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10B224KA8NNNC_C21120.pdf,261231,"800-1580:0.003309859,200-780:0.004239437,9600-19980:0.002732394,20000-:0.002591549,20-180:0.005169014,1600-9580:0.003000000"
C21122,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B223KB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 22nF X7R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10B223KB8NNNC_C21122.pdf,442497,"20-180:0.002507042,200-780:0.002197183,1600-1620:0.002084507,800-1580:0.002154930,1680-:0.002084507,1640-1660:0.002084507"
C21189,Resistors,Chip Resistor - Surface Mount,0603WAF0000T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% 0Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF0000T5E_C21189.pdf,5234796,"20-180:0.000912676,1000-1980:0.000571831,200-980:0.000723944,2000-9980:0.000526761,10000-10020:0.000466197,10040-:0.000466197"
C21190,Resistors,Chip Resistor - Surface Mount,0603WAF1001T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1001T5E_C21190.pdf,12887271,"20-180:0.000492958,200-580:0.000492958,640-660:0.000401408,680-700:0.000401408,720-:0.000401408,600-620:0.000401408"
C21379,Communication Interface Chip/UART/485/232,Analog Switches / Multiplexers,CD4051BM96,SOIC-16-150mil,16Texas Instruments,base,1 240Ω SOP-16  Analog Switches / Multiplexers ROHS,https://datasheet.lcsc.com/lcsc/1809261612_Texas-Instruments-CD4051BM96_C21379.pdf,10478,"1-9:0.241267606,10-29:0.195352113,30-99:0.175774648,100-499:0.138732394,500-999:0.127746479,1000-:0.121267606"
C22107,Resistors,Chip Resistor - Surface Mount,1206W4F1204T5E,1206,2UNI-ROYAL(Uniroyal Elec),base,250mW Thick Film Resistors ±100ppm/℃ ±1% 1.2MΩ 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-1206W4F1204T5E_C22107.pdf,25383,"15-135:0.003366197,150-735:0.002619718,750-1485:0.002239437,1500-7485:0.002056338,7530-:0.001830986,7500-7515:0.001830986"
C22452,Diodes,Schottky Barrier Diodes (SBD),SS54,SMA(DO-214AC),2MDD,base,40V 550mV@5A 5A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/2303141100_MDD-Microdiode-Electronics--SS54_C22452.pdf,400413,"5-45:0.037746479,50-145:0.030563380,150-495:0.026901408,5000-:0.020422535,500-2495:0.024225352,2500-4995:0.021408451"
C22764,Resistors,Chip Resistor - Surface Mount,0603WAF1101T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1.1kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1101T5E_C22764.pdf,95585,"20-180:0.000861972,200-980:0.000673239,1000-1980:0.000574648,2000-9980:0.000528169,10000-10020:0.000469014,10040-:0.000469014"
C22765,Resistors,Chip Resistor - Surface Mount,0603WAF1201T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1.2kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1201T5E_C22765.pdf,571360,"20-180:0.000961972,200-980:0.000771831,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22775,Resistors,Chip Resistor - Surface Mount,0603WAF1000T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±200ppm/℃ 100Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1000T5E_C22775.pdf,3938590,"20-180:0.000880282,200-980:0.000692958,1000-1980:0.000516901,2000-9980:0.000471831,10000-10020:0.000411268,10040-:0.000411268"
C22787,Resistors,Chip Resistor - Surface Mount,0603WAF1200T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 120Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1200T5E_C22787.pdf,742555,"20-180:0.000953521,200-980:0.000766197,1000-1980:0.000571831,2000-9980:0.000526761,10000-10020:0.000467606,10040-:0.000467606"
C22790,Resistors,Chip Resistor - Surface Mount,0603WAF1202T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 12kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1202T5E_C22790.pdf,740410,"20-180:0.000869014,200-980:0.000681690,1000-1980:0.000571831,2000-9980:0.000525352,10000-10020:0.000466197,10040-:0.000466197"
C22795,Resistors,Chip Resistor - Surface Mount,0603WAF1303T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 130kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1303T5E_C22795.pdf,64979,"20-180:0.000885915,200-980:0.000697183,1000-1980:0.000574648,2000-9980:0.000528169,10000-10020:0.000469014,10040-:0.000469014"
C22797,Resistors,Chip Resistor - Surface Mount,0603WAF1302T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 13kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1302T5E_C22797.pdf,200036,"20-180:0.000870423,200-980:0.000680282,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22807,Resistors,Chip Resistor - Surface Mount,0603WAF1503T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 150kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1503T5E_C22807.pdf,304301,"20-180:0.000887324,200-980:0.000698592,1000-1980:0.000574648,2000-9980:0.000528169,10000-10020:0.000469014,10040-:0.000469014"
C22808,Resistors,Chip Resistor - Surface Mount,0603WAF1500T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 150Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1500T5E_C22808.pdf,347697,"20-180:0.000880282,200-980:0.000690141,1000-1980:0.000576056,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22809,Resistors,Chip Resistor - Surface Mount,0603WAF1502T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 15kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1502T5E_C22809.pdf,717140,"20-180:0.000901408,200-980:0.000714085,1000-1980:0.000615493,2000-9980:0.000570423,10000-10020:0.000509859,10040-:0.000509859"
C22810,Resistors,Chip Resistor - Surface Mount,0603WAF150JT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 15Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF150JT5E_C22810.pdf,81299,"20-180:0.000871831,200-980:0.000680282,1000-1980:0.000578873,2000-9980:0.000532394,10000-10020:0.000470423,10040-:0.000470423"
C22813,Resistors,Chip Resistor - Surface Mount,0603WAF1603T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 160kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1603T5E_C22813.pdf,56446,"20-180:0.000898592,200-980:0.000707042,1000-1980:0.000533803,2000-9980:0.000487324,10000-10020:0.000425352,10040-:0.000425352"
C22818,Resistors,Chip Resistor - Surface Mount,0603WAF1602T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,0603 Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/1811081724_UNI-ROYAL-Uniroyal-Elec-0603WAF1602T5E_C22818.pdf,146536,"20-180:0.000884507,200-980:0.000695775,1000-1980:0.000594366,2000-9980:0.000549296,10000-10020:0.000488732,10040-19980:0.000488732,40000-:0.000480282,20000-39980:0.000483099"
C22827,Resistors,Chip Resistor - Surface Mount,0603WAF1803T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 180kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1803T5E_C22827.pdf,125627,"20-180:0.000864789,200-980:0.000676056,1000-1980:0.000576056,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22828,Resistors,Chip Resistor - Surface Mount,0603WAF1800T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 180Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1800T5E_C22828.pdf,225078,"20-180:0.000894366,200-980:0.000698592,1000-1980:0.000580282,2000-9980:0.000533803,10000-10020:0.000471831,10040-:0.000471831"
C22843,Resistors,Chip Resistor - Surface Mount,0603WAF1501T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1.5kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1501T5E_C22843.pdf,797542,"20-180:0.000881690,200-980:0.000692958,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000471831,10040-:0.000471831"
C22859,Resistors,Chip Resistor - Surface Mount,0603WAF100JT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±400ppm/℃ 10Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF100JT5E_C22859.pdf,1928830,"20-180:0.000822535,200-980:0.000633803,1000-1980:0.000492958,2000-9980:0.000447887,10000-10020:0.000387324,10040-:0.000387324"
C22935,Resistors,Chip Resistor - Surface Mount,0603WAF1004T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1MΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1004T5E_C22935.pdf,2177606,"20-180:0.000891549,200-980:0.000704225,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000467606,10040-:0.000467606"
C22936,Resistors,Chip Resistor - Surface Mount,0603WAF100KT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±400ppm/℃ 1Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF100KT5E_C22936.pdf,124246,"20-180:0.001271831,200-980:0.000984507,1000-1980:0.000833803,2000-9980:0.000764789,10000-10020:0.000673239,10040-:0.000673239"
C22938,Resistors,Chip Resistor - Surface Mount,0603WAF2204T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 2.2MΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2204T5E_C22938.pdf,39305,"20-180:0.001132394,200-980:0.000888732,1000-1980:0.000740845,2000-9980:0.000681690,10000-10020:0.000605634,10040-:0.000605634"
C22939,Resistors,Chip Resistor - Surface Mount,0603WAF220KT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±400ppm/℃ 2.2Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF220KT5E_C22939.pdf,122275,"20-180:0.001209859,200-980:0.000926761,1000-1980:0.000749296,2000-9980:0.000680282,10000-10020:0.000590141,10040-:0.000590141"
C22940,Resistors,Chip Resistor - Surface Mount,0603WAF2401T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 2.4kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2401T5E_C22940.pdf,261840,"20-180:0.000864789,200-980:0.000674648,1000-1980:0.000576056,2000-9980:0.000529577,10000-10020:0.000470423,10040-:0.000470423"
C22950,Resistors,Chip Resistor - Surface Mount,0603WAF200JT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 20Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF200JT5E_C22950.pdf,408893,"20-180:0.000883099,200-980:0.000692958,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000471831,10040-:0.000471831"
C22961,Resistors,Chip Resistor - Surface Mount,0603WAF2203T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 220kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2203T5E_C22961.pdf,311799,"20-180:0.000883099,200-980:0.000692958,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000471831,10040-:0.000471831"
C22962,Resistors,Chip Resistor - Surface Mount,0603WAF2200T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 220Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2200T5E_C22962.pdf,569137,"20-180:0.000891549,200-980:0.000702817,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22965,Resistors,Chip Resistor - Surface Mount,0603WAF2703T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 270kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2703T5E_C22965.pdf,129762,"20-180:0.000859155,200-980:0.000671831,1000-1980:0.000571831,2000-9980:0.000526761,10000-10020:0.000467606,10040-:0.000467606"
C22966,Resistors,Chip Resistor - Surface Mount,0603WAF2700T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 270Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2700T5E_C22966.pdf,134901,"20-180:0.000912676,200-980:0.000716901,1000-1980:0.000580282,2000-9980:0.000533803,10000-10020:0.000470423,10040-:0.000470423"
C22967,Resistors,Chip Resistor - Surface Mount,0603WAF2702T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 27kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2702T5E_C22967.pdf,412512,"20-180:0.000957746,200-980:0.000769014,1000-1980:0.000574648,2000-9980:0.000529577,10000-10020:0.000469014,10040-:0.000469014"
C22975,Resistors,Chip Resistor - Surface Mount,0603WAF2001T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 2kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF2001T5E_C22975.pdf,2774788,"20-180:0.000859155,200-980:0.000671831,1000-1980:0.000570423,2000-9980:0.000525352,10000-10020:0.000466197,10040-:0.000466197"
C22976,Resistors,Chip Resistor - Surface Mount,0603WAF2004T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 2MΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF2004T5E_C22976.pdf,285503,"20-180:0.001109859,200-980:0.000867606,1000-1980:0.000736620,2000-9980:0.000677465,10000-10020:0.000601408,10040-:0.000601408"
C22977,Resistors,Chip Resistor - Surface Mount,0603WAF200KT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±400ppm/℃ 2Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF200KT5E_C22977.pdf,171711,"20-180:0.001185915,200-980:0.000898592,1000-1980:0.000747887,2000-9980:0.000678873,10000-10020:0.000587324,10040-:0.000587324"
C22978,Resistors,Chip Resistor - Surface Mount,0603WAF3301T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 3.3kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3301T5E_C22978.pdf,1055199,"20-180:0.000881690,200-980:0.000691549,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000470423,10040-:0.000470423"
C22980,Resistors,Chip Resistor - Surface Mount,0603WAF3601T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 3.6kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3601T5E_C22980.pdf,179165,"20-180:0.000900000,200-980:0.000712676,1000-1980:0.000585915,2000-9980:0.000539437,10000-10020:0.000480282,10040-:0.000480282"
C22984,Resistors,Chip Resistor - Surface Mount,0603WAF3002T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 30kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3002T5E_C22984.pdf,1860592,"20-180:0.000884507,200-980:0.000694366,1000-1980:0.000577465,2000-9980:0.000532394,10000-10020:0.000471831,10040-:0.000471831"
C23018,Resistors,Chip Resistor - Surface Mount,0603WAF3901T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 3.9kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3901T5E_C23018.pdf,388658,"20-180:0.000876056,200-980:0.000687324,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000469014,10040-:0.000469014"
C23024,Resistors,Chip Resistor - Surface Mount,0603WAF3003T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 300kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3003T5E_C23024.pdf,282756,"20-180:0.000891549,200-980:0.000701408,1000-1980:0.000526761,2000-9980:0.000481690,10000-10020:0.000421127,10040-:0.000421127"
